datetime_utc, _conds, _dewptm, _fog, _hail, _hum, _precipm, _pressurem, _rain, _snow, _tempm, _thunder, _tornado, _wdire
20100216-18:00,Mist,12,0,0,81,,1016,0,0,14,0,0,
20100216-21:00,Mist,10,0,0,86,,1015,0,0,12,0,0,
20100217-00:00,Mist,8,0,0,70,,1016,0,0,12,0,0,NW
20100217-03:00,Patches of Fog,11,1,0,91,,1018,0,0,12,0,0,NW
20100217-06:00,Smoke,14,0,0,74,,1019,0,0,17,0,0,West
20100217-09:00,Smoke,10,0,0,40,,1016,0,0,21,0,0,WNW
20100217-12:00,Haze,11,0,0,47,,1016,0,0,20,0,0,NW
20100217-15:00,Haze,8,0,0,58,,1017,0,0,14,0,0,
20100217-18:00,Mist,8,0,0,69,,1017,0,0,12,0,0,
20100217-21:00,Mist,7,0,0,74,,1017,0,0,11,0,0,
20100218-00:00,Mist,7,0,0,70,,1016,0,0,11,0,0,West
20100218-03:00,Mist,7,0,0,72,,1016,0,0,11,0,0,NW
20100218-06:00,Haze,7,0,0,30,,1016,0,0,21,0,0,NW
20100218-09:00,Haze,6,0,0,22,,1014,0,0,23,0,0,NW
20100218-12:00,Haze,6,0,0,55,,1013,0,0,12,0,0,NW
20100218-15:00,Haze,10,0,0,66,,1015,0,0,15,0,0,
20100218-18:00,Mist,10,0,0,82,,1016,0,0,12,0,0,
20100218-21:00,Mist,10,0,0,87,,1016,0,0,11,0,0,
20100219-00:00,Mist,8,0,0,89,,1016,0,0,9,0,0,
20100219-03:00,Haze,7,0,0,60,,1018,0,0,12,0,0,WNW
20100219-06:00,Haze,8,0,0,30,,1018,0,0,21,0,0,West
20100219-09:00,Haze,7,0,0,24,,1015,0,0,24,0,0,NW
20100219-12:00,Haze,7,0,0,26,,1014,0,0,22,0,0,WNW
20100219-15:00,Mist,12,0,0,70,,1016,0,0,16,0,0,
20100219-18:00,Mist,10,0,0,80,,1017,0,0,13,0,0,
20100219-21:00,Mist,10,0,0,88,,1016,0,0,12,0,0,
20100220-00:00,Mist,9,0,0,88,,1016,0,0,10,0,0,
20100220-03:00,Mist,9,0,0,67,,1018,0,0,13,0,0,WNW
20100220-06:00,Haze,9,0,0,33,,1018,0,0,22,0,0,NW
20100220-09:00,Haze,7,0,0,20,,1015,0,0,25,0,0,NW
20100220-12:00,Haze,8,0,0,25,,1014,0,0,24,0,0,NW
20100220-15:00,Haze,12,0,0,63,,1016,0,0,17,0,0,
20100220-18:00,Mist,11,0,0,76,,1016,0,0,14,0,0,
20100220-21:00,Mist,11,0,0,83,,1016,0,0,13,0,0,
20100221-00:00,Mist,10,0,0,86,,1014,0,0,12,0,0,NW
20100221-03:00,Mist,10,0,0,67,,1016,0,0,14,0,0,West
20100221-06:00,Haze,9,0,0,28,,1015,0,0,24,0,0,West
20100221-09:00,Haze,8,0,0,20,,1013,0,0,27,0,0,West
20100221-12:00,Haze,10,0,0,26,,1012,0,0,26,0,0,WSW
20100221-15:00,Haze,13,0,0,64,,1015,0,0,18,0,0,
20100221-18:00,Mist,14,0,0,84,,1015,0,0,15,0,0,
20100222-00:00,Mist,11,0,0,89,,1015,0,0,12,0,0,
20100222-03:00,Mist,12,0,0,82,,1016,0,0,14,0,0,
20100222-06:00,Haze,14,0,0,38,,1015,0,0,26,0,0,East
20100222-09:00,Haze,13,0,0,32,,1012,0,0,27,0,0,SSE
20100222-12:00,Haze,18,0,0,,,1010,0,0,,0,0,ESE
20100222-15:00,Mist,17,0,0,74,,1012,0,0,21,0,0,
20100222-18:00,Mist,17,0,0,69,,1012,0,0,21,0,0,
20100222-21:00,Thunderstorms and Rain,16,0,0,88,,1010,1,0,17,1,0,South
20100223-00:00,Mist,13,0,0,75,,1009,0,0,17,0,0,NNW
20100223-03:00,Mist,14,0,0,83,,1012,0,0,17,0,0,
20100223-06:00,Haze,15,0,0,45,,1012,0,0,25,0,0,SE
20100223-09:00,Haze,12,0,0,28,,1010,0,0,27,0,0,West
20100223-12:00,Haze,13,0,0,36,,1009,0,0,26,0,0,WNW
20100223-15:00,Mist,17,0,0,72,,1011,0,0,21,0,0,
20100223-18:00,Mist,17,0,0,80,,1011,0,0,19,0,0,
20100223-21:00,Mist,16,0,0,86,,1010,0,0,18,0,0,
20100224-00:00,Mist,16,0,0,85,,1010,0,0,18,0,0,
20100224-03:00,Patches of Fog,16,1,0,88,,1012,0,0,18,0,0,
20100224-06:00,Smoke,15,0,0,45,,1011,0,0,25,0,0,WSW
20100224-09:00,Smoke,15,0,0,36,,1009,0,0,27,0,0,NW
20100224-12:00,Smoke,14,0,0,39,,1009,0,0,25,0,0,WNW
20100224-15:00,Smoke,15,0,0,61,,1011,0,0,21,0,0,
20100224-18:00,Mist,16,0,0,77,,1012,0,0,19,0,0,NW
20100224-21:00,Mist,15,0,0,80,,1011,0,0,18,0,0,NW
20100225-00:00,Mist,14,0,0,85,,1012,0,0,16,0,0,NW
20100225-03:00,Mist,14,0,0,72,,1013,0,0,17,0,0,West
20100225-06:00,Haze,17,0,0,61,,1014,0,0,23,0,0,West
20100225-09:00,Haze,15,0,0,34,,1011,0,0,28,0,0,NW
20100225-12:00,Haze,12,0,0,33,,1011,0,0,25,0,0,WNW
20100225-15:00,Haze,16,0,0,68,,1013,0,0,20,0,0,
20100225-18:00,Mist,15,0,0,85,,1014,0,0,17,0,0,
20100225-21:00,Mist,15,0,0,88,,1013,0,0,17,0,0,
20100226-00:00,Mist,14,0,0,85,,1013,0,0,16,0,0,West
20100226-03:00,Patches of Fog,14,1,0,78,,1014,0,0,17,0,0,West
20100226-06:00,Haze,14,0,0,38,,1014,0,0,26,0,0,SW
20100226-09:00,Haze,11,0,0,20,,1012,0,0,30,0,0,West
20100226-12:00,Haze,11,0,0,23,,1011,0,0,28,0,0,West
20100226-15:00,Haze,15,0,0,55,,1012,0,0,21,0,0,
20100226-18:00,Mist,15,0,0,75,,1014,0,0,18,0,0,
20100226-21:00,Mist,15,0,0,83,,1013,0,0,17,0,0,
20100227-00:00,Mist,15,0,0,88,,1012,0,0,16,0,0,
20100227-03:00,Mist,15,0,0,77,,1014,0,0,18,0,0,WSW
20100227-06:00,Haze,12,0,0,27,,1013,0,0,28,0,0,West
20100227-09:00,Haze,12,0,0,21,,1010,0,0,31,0,0,West
20100227-12:00,Haze,14,0,0,28,,1009,0,0,30,0,0,West
20100227-15:00,Haze,17,0,0,59,,1010,0,0,23,0,0,
20100227-18:00,Mist,17,0,0,69,,1011,0,0,21,0,0,
20100227-21:00,Mist,16,0,0,78,,1010,0,0,19,0,0,
20100228-00:00,Mist,15,0,0,83,,1010,0,0,17,0,0,WSW
20100228-03:00,Mist,15,0,0,70,,1012,0,0,19,0,0,WSW
20100228-06:00,Haze,14,0,0,33,,1012,0,0,28,0,0,West
20100228-09:00,Haze,14,0,0,25,,1010,0,0,31,0,0,WNW
20100228-12:00,Haze,15,0,0,30,,1009,0,0,29,0,0,West
20100228-15:00,Haze,18,0,0,66,,1011,0,0,23,0,0,
20100228-18:00,Mist,17,0,0,76,,1011,0,0,21,0,0,
20100228-21:00,Mist,17,0,0,78,,1010,0,0,20,0,0,
20100301-00:00,Mist,17,0,0,78,,1010,0,0,20,0,0,
20100301-03:00,Mist,17,0,0,69,,1012,0,0,21,0,0,
20100301-06:00,Haze,11,0,0,22,,1013,0,0,29,0,0,West
20100301-09:00,Haze,14,0,0,22,,1010,0,0,32,0,0,West
20100301-12:00,Haze,14,0,0,26,,1009,0,0,31,0,0,NW
20100301-15:00,Haze,18,0,0,65,,1011,0,0,23,0,0,
20100301-18:00,Mist,18,0,0,81,,1012,0,0,21,0,0,
20100301-21:00,Mist,18,0,0,82,,1011,0,0,20,0,0,
20100302-00:00,Mist,16,0,0,88,,1011,0,0,18,0,0,
20100302-03:00,Mist,17,0,0,80,,1012,0,0,20,0,0,
20100302-06:00,Haze,16,0,0,33,,1012,0,0,30,0,0,NW
20100302-09:00,Haze,9,0,0,15,,1009,0,0,32,0,0,NNW
20100302-12:00,Haze,9,0,0,18,,1009,0,0,29,0,0,NW
20100302-15:00,Haze,15,0,0,47,,1010,0,0,24,0,0,NW
20100302-18:00,Haze,14,0,0,59,,1010,0,0,21,0,0,
20100302-21:00,Haze,14,0,0,62,,1009,0,0,19,0,0,
20100303-00:00,Haze,13,0,0,62,,1008,0,0,18,0,0,
20100303-03:00,Haze,14,0,0,64,,1009,0,0,19,0,0,NW
20100303-06:00,Haze,12,0,0,25,,1009,0,0,29,0,0,NW
20100303-09:00,Haze,12,0,0,22,,1006,0,0,31,0,0,West
20100303-12:00,Haze,13,0,0,23,,1005,0,0,31,0,0,WSW
20100303-15:00,Haze,16,0,0,47,,1007,0,0,25,0,0,
20100303-18:00,Mist,17,0,0,70,,1009,0,0,22,0,0,
20100303-21:00,Mist,17,0,0,76,,1007,0,0,20,0,0,
20100304-00:00,Mist,16,0,0,84,,1007,0,0,19,0,0,
20100304-03:00,Haze,16,0,0,63,,1009,0,0,21,0,0,
20100304-06:00,Haze,16,0,0,30,,1008,0,0,31,0,0,NW
20100304-09:00,Haze,19,0,0,40,,1006,0,0,31,0,0,NNE
20100304-12:00,Haze,18,0,0,42,,1006,0,0,29,0,0,NNE
20100304-15:00,Haze,18,0,0,57,,1008,0,0,25,0,0,NW
20100304-18:00,Haze,16,0,0,59,,1009,0,0,23,0,0,NW
20100304-21:00,Haze,16,0,0,63,,1009,0,0,21,0,0,NW
20100305-00:00,Mist,14,0,0,71,,1009,0,0,18,0,0,NW
20100305-03:00,Haze,13,0,0,56,,1012,0,0,19,0,0,NW
20100305-06:00,Haze,13,0,0,35,,1012,0,0,25,0,0,NW
20100305-09:00,Haze,11,0,0,25,,1010,0,0,28,0,0,WNW
20100305-15:00,Haze,16,0,0,58,,1011,0,0,22,0,0,WNW
20100305-18:00,Mist,16,0,0,71,,1012,0,0,21,0,0,WNW
20100305-21:00,Mist,16,0,0,73,,1011,0,0,19,0,0,
20100306-00:00,Mist,14,0,0,83,,1010,0,0,17,0,0,
20100306-03:00,Mist,15,0,0,80,,1011,0,0,18,0,0,
20100306-06:00,Haze,10,0,0,24,,1011,0,0,28,0,0,WNW
20100306-09:00,Haze,10,0,0,19,,1009,0,0,30,0,0,NW
20100306-12:00,Haze,14,0,0,27,,1008,0,0,30,0,0,
20100306-15:00,Haze,16,0,0,53,,1010,0,0,24,0,0,East
20100306-18:00,Haze,16,0,0,65,,1012,0,0,21,0,0,NW
20100306-21:00,Mist,16,0,0,80,,1011,0,0,19,0,0,
20100307-00:00,Mist,17,0,0,83,,1012,0,0,19,0,0,
20100307-03:00,Haze,15,0,0,67,,1015,0,0,20,0,0,NW
20100307-09:00,Haze,14,0,0,35,,1013,0,0,27,0,0,NW
20100307-12:00,Haze,14,0,0,36,,1012,0,0,26,0,0,WNW
20100307-15:00,Haze,16,0,0,59,,1014,0,0,22,0,0,NW
20100307-18:00,Mist,16,0,0,71,,1015,0,0,20,0,0,NW
20100307-21:00,Mist,16,0,0,79,,1014,0,0,19,0,0,WNW
20100308-00:00,Mist,14,0,0,87,,1014,0,0,16,0,0,
20100308-03:00,Mist,13,0,0,83,,1016,0,0,16,0,0,West
20100308-06:00,Haze,14,0,0,47,,1016,0,0,23,0,0,West
20100308-09:00,Haze,15,0,0,40,,1014,0,0,26,0,0,NW
20100308-12:00,Haze,16,0,0,47,,1012,0,0,25,0,0,NW
20100308-15:00,Haze,16,0,0,65,,1015,0,0,21,0,0,
20100308-18:00,Mist,16,0,0,77,,1016,0,0,19,0,0,
20100308-21:00,Mist,15,0,0,83,,1016,0,0,17,0,0,
20100309-00:00,Mist,14,0,0,84,,1016,0,0,15,0,0,
20100309-03:00,Mist,14,0,0,75,,1017,0,0,17,0,0,West
20100309-06:00,Haze,14,0,0,41,,1017,0,0,25,0,0,NW
20100309-09:00,Haze,12,0,0,26,,1015,0,0,28,0,0,WNW
20100309-12:00,Haze,15,0,0,37,,1014,0,0,27,0,0,West
20100309-15:00,Haze,16,0,0,59,,1016,0,0,22,0,0,
20100309-18:00,Mist,16,0,0,80,,1018,0,0,18,0,0,
20100309-21:00,Mist,15,0,0,77,,1016,0,0,18,0,0,
20100310-00:00,Mist,14,0,0,87,,1016,0,0,15,0,0,
20100310-03:00,Mist,15,0,0,77,,1018,0,0,18,0,0,WSW
20100310-06:00,Haze,13,0,0,34,,1018,0,0,26,0,0,West
20100310-09:00,Haze,13,0,0,27,,1015,0,0,29,0,0,West
20100310-12:00,Haze,13,0,0,29,,1014,0,0,28,0,0,NW
20100310-15:00,Haze,14,0,0,51,,1016,0,0,21,0,0,
20100310-18:00,Mist,14,0,0,73,,1016,0,0,18,0,0,
20100310-21:00,Mist,14,0,0,77,,1015,0,0,17,0,0,
20100311-00:00,Mist,13,0,0,82,,1016,0,0,15,0,0,
20100311-03:00,Haze,13,0,0,66,,1018,0,0,18,0,0,SSE
20100311-06:00,Haze,13,0,0,31,,1018,0,0,27,0,0,WNW
20100311-09:00,Haze,13,0,0,25,,1015,0,0,30,0,0,West
20100311-12:00,Haze,14,0,0,31,,1015,0,0,28,0,0,WNW
20100311-15:00,Haze,16,0,0,61,,1016,0,0,21,0,0,
20100311-18:00,Mist,15,0,0,76,,1018,0,0,19,0,0,
20100311-21:00,Mist,15,0,0,83,,1017,0,0,17,0,0,
20100312-00:00,Mist,14,0,0,87,,1017,0,0,16,0,0,
20100312-03:00,Smoke,14,0,0,63,,1018,0,0,19,0,0,West
20100312-06:00,Haze,15,0,0,38,,1018,0,0,27,0,0,WSW
20100312-09:00,Haze,15,0,0,28,,1014,0,0,30,0,0,WNW
20100312-12:00,Haze,16,0,0,35,,1013,0,0,30,0,0,NW
20100312-15:00,Haze,17,0,0,60,,1014,0,0,23,0,0,
20100312-18:00,Haze,16,0,0,77,,1015,0,0,20,0,0,
20100312-21:00,Mist,16,0,0,84,,1014,0,0,19,0,0,
20100313-00:00,Mist,16,0,0,83,,1014,0,0,18,0,0,
20100313-03:00,Mist,16,0,0,71,,1015,0,0,20,0,0,West
20100313-06:00,Haze,15,0,0,34,,1014,0,0,29,0,0,NW
20100313-09:00,Haze,16,0,0,28,,1011,0,0,32,0,0,WNW
20100313-12:00,Haze,15,0,0,31,,1009,0,0,30,0,0,NW
20100313-15:00,Haze,17,0,0,56,,1011,0,0,24,0,0,
20100313-18:00,Mist,17,0,0,75,,1011,0,0,20,0,0,NW
20100313-21:00,Mist,16,0,0,77,,1009,0,0,19,0,0,
20100314-00:00,Mist,16,0,0,85,,1009,0,0,18,0,0,
20100314-03:00,Mist,17,0,0,75,,1010,0,0,20,0,0,West
20100314-06:00,Haze,16,0,0,36,,1010,0,0,29,0,0,NW
20100314-09:00,Haze,14,0,0,23,,1007,0,0,32,0,0,WNW
20100314-12:00,Haze,16,0,0,30,,1006,0,0,31,0,0,WNW
20100314-15:00,Haze,18,0,0,60,,1008,0,0,24,0,0,
20100314-18:00,Mist,17,0,0,68,,1009,0,0,22,0,0,
20100314-21:00,Mist,16,0,0,71,,1008,0,0,20,0,0,
20100315-00:00,Mist,16,0,0,84,,1009,0,0,19,0,0,
20100315-03:00,Mist,17,0,0,67,,1011,0,0,21,0,0,WSW
20100315-06:00,Haze,20,0,0,46,,1011,0,0,30,0,0,WNW
20100315-12:00,Haze,14,0,0,26,,1008,0,0,31,0,0,WNW
20100315-15:00,Haze,17,0,0,57,,1010,0,0,24,0,0,
20100315-18:00,Mist,17,0,0,77,,1010,0,0,20,0,0,
20100315-21:00,Mist,16,0,0,79,,1010,0,0,19,0,0,
20100316-00:00,Mist,16,0,0,88,,1011,0,0,18,0,0,
20100316-03:00,Mist,18,0,0,80,,1014,0,0,21,0,0,
20100316-06:00,Haze,17,0,0,34,,1014,0,0,31,0,0,SSE
20100316-09:00,Haze,17,0,0,27,,1011,0,0,34,0,0,East
20100316-12:00,Haze,18,0,0,33,,1010,0,0,32,0,0,ESE
20100316-15:00,Haze,19,0,0,54,,1012,0,0,26,0,0,
20100316-18:00,Mist,18,0,0,76,,1014,0,0,22,0,0,
20100317-00:00,Mist,16,0,0,85,,1015,0,0,18,0,0,
20100317-03:00,Haze,16,0,0,,,1017,0,0,,0,0,NNE
20100317-06:00,Haze,18,0,0,32,,1017,0,0,32,0,0,East
20100317-12:00,Haze,19,0,0,37,,1013,0,0,32,0,0,
20100317-15:00,Haze,17,0,0,47,,1015,0,0,27,0,0,
20100317-18:00,Haze,18,0,0,67,,1016,0,0,23,0,0,
20100317-21:00,Mist,18,0,0,71,,1016,0,0,22,0,0,
20100318-00:00,Mist,17,0,0,83,,1017,0,0,19,0,0,
20100318-03:00,Mist,18,0,0,74,,1019,0,0,22,0,0,
20100318-06:00,Haze,16,0,0,28,,1018,0,0,32,0,0,NNE
20100318-09:00,Haze,12,0,0,16,,1015,0,0,34,0,0,West
20100318-12:00,Haze,16,0,0,28,,1014,0,0,32,0,0,NNW
20100318-15:00,Haze,18,0,0,46,,1015,0,0,27,0,0,
20100318-18:00,Haze,16,0,0,59,,1016,0,0,23,0,0,
20100318-21:00,Haze,16,0,0,65,,1015,0,0,21,0,0,
20100319-00:00,Mist,17,0,0,80,,1014,0,0,20,0,0,
20100319-03:00,Haze,18,0,0,62,,1016,0,0,23,0,0,West
20100319-06:00,Haze,17,0,0,33,,1015,0,0,31,0,0,West
20100319-09:00,Haze,13,0,0,19,,1011,0,0,34,0,0,WNW
20100319-12:00,Haze,14,0,0,24,,1010,0,0,32,0,0,WNW
20100319-15:00,Haze,18,0,0,53,,1011,0,0,26,0,0,
20100319-18:00,Mist,18,0,0,70,,1011,0,0,22,0,0,
20100319-21:00,Mist,18,0,0,71,,1010,0,0,21,0,0,
20100320-00:00,Mist,17,0,0,81,,1011,0,0,20,0,0,
20100320-03:00,Smoke,17,0,0,59,,1013,0,0,23,0,0,
20100320-06:00,Haze,15,0,0,25,,1012,0,0,33,0,0,
20100320-09:00,Haze,15,0,0,20,,1008,0,0,36,0,0,WNW
20100320-12:00,Haze,14,0,0,19,,1007,0,0,35,0,0,WNW
20100320-15:00,Haze,18,0,0,48,,1010,0,0,27,0,0,
20100320-18:00,Haze,19,0,0,66,,1011,0,0,24,0,0,
20100320-21:00,Mist,19,0,0,76,,1010,0,0,22,0,0,
20100321-00:00,Mist,18,0,0,84,,1009,0,0,20,0,0,
20100321-03:00,Haze,18,0,0,66,,1010,0,0,23,0,0,
20100321-06:00,Haze,14,0,0,19,,1009,0,0,35,0,0,SW
20100321-09:00,Haze,12,0,0,12,,1005,0,0,38,0,0,West
20100321-12:00,Haze,10,0,0,12,,1004,0,0,37,0,0,NW
20100321-15:00,Haze,18,0,0,44,,1005,0,0,28,0,0,
20100321-18:00,Haze,19,0,0,61,,1006,0,0,26,0,0,
20100321-21:00,Mist,20,0,0,69,,1005,0,0,24,0,0,
20100322-00:00,Mist,18,0,0,70,,1004,0,0,23,0,0,
20100322-03:00,Haze,17,0,0,48,,1005,0,0,25,0,0,
20100322-06:00,Haze,14,0,0,20,,1004,0,0,34,0,0,West
20100322-09:00,Haze,11,0,0,12,,1002,0,0,38,0,0,NW
20100322-12:00,Haze,16,0,0,20,,1000,0,0,37,0,0,NNW
20100322-15:00,Haze,18,0,0,45,,1002,0,0,28,0,0,
20100322-18:00,Haze,19,0,0,62,,1002,0,0,25,0,0,
20100322-21:00,Haze,19,0,0,66,,1001,0,0,24,0,0,
20100323-00:00,Mist,17,0,0,73,,1001,0,0,21,0,0,
20100323-03:00,Haze,19,0,0,50,,1002,0,0,27,0,0,West
20100323-06:00,Haze,13,0,0,17,,1002,0,0,35,0,0,WNW
20100323-09:00,Haze,4,0,0,6,,1000,0,0,38,0,0,West
20100323-12:00,Haze,6,0,0,8,,1000,0,0,37,0,0,West
20100323-15:00,Haze,14,0,0,32,,1001,0,0,28,0,0,
20100323-18:00,Haze,17,0,0,50,,1002,0,0,25,0,0,
20100323-21:00,Haze,17,0,0,60,,1002,0,0,24,0,0,
20100324-00:00,Haze,16,0,0,63,,1002,0,0,22,0,0,
20100324-03:00,Haze,13,0,0,31,,1005,0,0,26,0,0,West
20100324-06:00,Haze,11,0,0,15,,1005,0,0,35,0,0,WNW
20100324-09:00,Haze,22,0,0,32,,1002,0,0,38,0,0,West
20100324-12:00,Haze,22,0,0,32,,1002,0,0,38,0,0,West
20100324-15:00,Haze,18,0,0,36,,1004,0,0,30,0,0,
20100324-18:00,Haze,18,0,0,54,,1004,0,0,26,0,0,
20100324-21:00,Mist,20,0,0,71,,1004,0,0,24,0,0,
20100325-00:00,Mist,19,0,0,75,,1004,0,0,23,0,0,
20100325-03:00,Smoke,19,0,0,57,,1006,0,0,26,0,0,West
20100325-06:00,Haze,22,0,0,47,,1006,0,0,32,0,0,
20100325-09:00,Smoke,13,0,0,18,,1003,0,0,35,0,0,
20100325-12:00,Smoke,12,0,0,16,,1002,0,0,35,0,0,NE
20100325-15:00,Smoke,16,0,0,35,,1005,0,0,29,0,0,
20100325-18:00,Haze,17,0,0,51,,1006,0,0,25,0,0,
20100325-21:00,Haze,17,0,0,59,,1005,0,0,24,0,0,
20100326-00:00,Mist,17,0,0,70,,1005,0,0,22,0,0,
20100326-06:00,Smoke,13,0,0,18,,1007,0,0,35,0,0,SSE
20100326-09:00,Haze,11,0,0,12,,1004,0,0,38,0,0,SSW
20100326-12:00,Haze,17,0,0,21,,1002,0,0,37,0,0,SE
20100326-15:00,Haze,18,0,0,37,,1004,0,0,30,0,0,
20100326-18:00,Haze,18,0,0,50,,1005,0,0,26,0,0,
20100326-21:00,Haze,18,0,0,58,,1004,0,0,25,0,0,
20100327-00:00,Haze,17,0,0,59,,1005,0,0,24,0,0,
20100327-03:00,Haze,18,0,0,52,,1008,0,0,26,0,0,
20100327-06:00,Widespread Dust,13,0,0,16,,1008,0,0,36,0,0,
20100327-09:00,Widespread Dust,10,0,0,11,,1005,0,0,38,0,0,NNW
20100327-12:00,Widespread Dust,10,0,0,13,,1005,0,0,35,0,0,NNW
20100327-18:00,Haze,18,0,0,51,,1007,0,0,26,0,0,
20100327-21:00,Haze,18,0,0,61,,1007,0,0,25,0,0,
20100328-00:00,Haze,17,0,0,63,,1007,0,0,23,0,0,
20100328-03:00,Haze,17,0,0,52,,1009,0,0,25,0,0,West
20100328-06:00,Haze,14,0,0,20,,1008,0,0,34,0,0,West
20100328-09:00,Haze,8,0,0,10,,1005,0,0,37,0,0,WNW
20100328-12:00,Haze,10,0,0,14,,1004,0,0,35,0,0,NW
20100328-15:00,Haze,16,0,0,35,,1006,0,0,29,0,0,
20100328-18:00,Haze,17,0,0,48,,1007,0,0,26,0,0,
20100328-21:00,Haze,17,0,0,56,,1006,0,0,24,0,0,
20100329-00:00,Haze,16,0,0,57,,1006,0,0,23,0,0,
20100329-03:00,Haze,16,0,0,46,,1009,0,0,26,0,0,West
20100329-06:00,Haze,15,0,0,23,,1008,0,0,34,0,0,West
20100329-09:00,Haze,12,0,0,14,,1004,0,0,38,0,0,WNW
20100329-12:00,Haze,10,0,0,13,,1003,0,0,36,0,0,WNW
20100329-15:00,Haze,17,0,0,38,,1004,0,0,29,0,0,
20100329-18:00,Haze,17,0,0,49,,1005,0,0,26,0,0,
20100329-21:00,Haze,17,0,0,53,,1004,0,0,24,0,0,
20100330-00:00,Haze,17,0,0,64,,1004,0,0,22,0,0,
20100330-03:00,Haze,11,0,0,23,,1005,0,0,29,0,0,SW
20100330-06:00,Haze,11,0,0,15,,1005,0,0,35,0,0,West
20100330-09:00,Haze,14,0,0,15,,1001,0,0,38,0,0,WNW
20100330-12:00,Haze,12,0,0,13,,999,0,0,38,0,0,WNW
20100330-15:00,Haze,12,0,0,19,,1002,0,0,33,0,0,
20100330-18:00,Haze,13,0,0,25,,1003,0,0,30,0,0,
20100330-21:00,Haze,13,0,0,29,,1002,0,0,28,0,0,NW
20100331-00:00,Haze,16,0,0,48,,1002,0,0,24,0,0,
20100331-03:00,Haze,18,0,0,49,,1005,0,0,26,0,0,SW
20100331-06:00,Haze,16,0,0,27,,1005,0,0,34,0,0,WSW
20100331-09:00,Haze,8,0,0,9,,1003,0,0,37,0,0,SW
20100331-12:00,Haze,13,0,0,15,,1001,0,0,36,0,0,
20100331-15:00,Haze,15,0,0,31,,1002,0,0,30,0,0,
20100331-18:00,Haze,15,0,0,36,,1004,0,0,28,0,0,
20100331-21:00,Haze,16,0,0,41,,1003,0,0,27,0,0,
20100401-00:00,Haze,16,0,0,54,,1003,0,0,23,0,0,
20100401-03:00,Haze,16,0,0,42,,1004,0,0,27,0,0,West
20100401-06:00,Widespread Dust,14,0,0,21,,1005,0,0,34,0,0,WSW
20100401-09:00,Widespread Dust,12,0,0,15,,1002,0,0,37,0,0,North
20100401-15:00,Haze,15,0,0,35,,1004,0,0,28,0,0,
20100401-18:00,Haze,15,0,0,44,,1005,0,0,25,0,0,
20100402-00:00,Haze,14,0,0,51,,1005,0,0,21,0,0,
20100402-03:00,Haze,16,0,0,44,,1006,0,0,25,0,0,
20100402-06:00,Haze,12,0,0,14,,1006,0,0,37,0,0,ESE
20100402-09:00,Haze,12,0,0,13,,1003,0,0,38,0,0,SW
20100402-12:00,Haze,12,0,0,16,,1002,0,0,35,0,0,North
20100402-15:00,Haze,14,0,0,24,,1005,0,0,31,0,0,NNW
20100402-18:00,Haze,11,0,0,21,,1007,0,0,30,0,0,NNW
20100402-21:00,Thunderstorms and Rain,13,0,0,27,,1007,1,0,29,1,0,North
20100403-00:00,Haze,13,0,0,35,,1007,0,0,25,0,0,
20100403-03:00,Haze,14,0,0,35,,1009,0,0,27,0,0,
20100403-06:00,Haze,14,0,0,19,,1009,0,0,35,0,0,
20100403-09:00,Haze,13,0,0,15,,1006,0,0,37,0,0,WSW
20100403-12:00,Haze,13,0,0,16,,1005,0,0,36,0,0,NNW
20100403-15:00,Haze,13,0,0,26,,1007,0,0,30,0,0,
20100403-18:00,Haze,13,0,0,30,,1008,0,0,28,0,0,
20100403-21:00,Haze,13,0,0,33,,1008,0,0,26,0,0,
20100404-00:00,Haze,14,0,0,47,,1008,0,0,23,0,0,
20100404-03:00,Haze,15,0,0,40,,1010,0,0,26,0,0,
20100404-06:00,Haze,12,0,0,15,,1010,0,0,36,0,0,WSW
20100404-09:00,Haze,10,0,0,10,,1007,0,0,38,0,0,NW
20100404-12:00,Haze,10,0,0,12,,1006,0,0,37,0,0,NNW
20100404-15:00,Haze,14,0,0,28,,1009,0,0,29,0,0,
20100404-18:00,Haze,15,0,0,37,,1009,0,0,27,0,0,
20100404-21:00,Haze,15,0,0,42,,1008,0,0,25,0,0,
20100405-00:00,Haze,14,0,0,48,,1009,0,0,24,0,0,
20100405-03:00,Haze,13,0,0,29,,1010,0,0,28,0,0,
20100405-06:00,Haze,12,0,0,15,,1009,0,0,37,0,0,NNE
20100405-09:00,Widespread Dust,12,0,0,12,,1007,0,0,39,0,0,WNW
20100405-12:00,Widespread Dust,9,0,0,10,,1006,0,0,37,0,0,NW
20100405-15:00,Haze,12,0,0,19,,1007,0,0,32,0,0,
20100405-18:00,Haze,12,0,0,27,,1008,0,0,28,0,0,
20100405-21:00,Haze,13,0,0,32,,1008,0,0,26,0,0,
20100406-00:00,Haze,9,0,0,25,,1008,0,0,25,0,0,West
20100406-03:00,Haze,12,0,0,33,,1010,0,0,26,0,0,West
20100406-06:00,Haze,12,0,0,17,,1010,0,0,34,0,0,WNW
20100406-09:00,Widespread Dust,5,0,0,7,,1007,0,0,37,0,0,WNW
20100406-12:00,Widespread Dust,3,0,0,7,,1006,0,0,35,0,0,WNW
20100406-15:00,Haze,10,0,0,19,,1008,0,0,30,0,0,WNW
20100406-18:00,Haze,10,0,0,25,,1009,0,0,26,0,0,
20100406-21:00,Haze,11,0,0,30,,1009,0,0,25,0,0,
